text,text_pair,label_traceability_gap,label_validation_gap,label_design_inconsistency,label_environmental_dependency,label_serviceability_impact,label_operational_risk
DEMO-REQ-20098-1: traction inverter must allow workshop technicians to service the inverter cooling plate during scheduled overhaul for planned workshop maintenance. Acceptance DEMO-REQ-20098-1: safe isolation and documented work sequence.,Service trial DEMO-EVID-30098 completed safely with the inverter cooling plate for DEMO-REQ-20098-1. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20098-1.,0,0,0,0,1,0
Customer constraint DEMO-REQ-20245-3: safe-stop controller shall notify fleet supervision before safe-stop controller behaviour reduces truck availability under production dispatch monitoring. Evidence DEMO-REQ-20245-3: alert lead time and event context.,Trial DEMO-EVID-30245 follows the requested signal path and then introduces charging-bay humidity for DEMO-REQ-20245-3. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20245-3.,0,0,0,1,0,1
Customer constraint DEMO-REQ-20298-3: payload estimation system shall update energy forecast after payload is measured at loading under loaded departure from the shovel area. Evidence DEMO-REQ-20298-3: energy forecast error and payload timestamp.,Assessment DEMO-EVID-30298 reports stable behaviour first and reduced margin after cold soak for DEMO-REQ-20298-3. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20298-3.,0,1,1,1,0,1
Customer constraint DEMO-REQ-20299-0: electric wheel drive shall maintain propulsion availability after a temperature warning under continued loaded haul at reduced torque. Evidence DEMO-REQ-20299-0: available torque and fault escalation.,DEMO-EVID-30299 report: earlier review ID is named; cross-reference added for DEMO-REQ-20299-0. Run content appears to use the same operating case as the current record for DEMO-REQ-20299-0.,0,0,0,0,1,1
Release item DEMO-REQ-20214-0: remote diagnostic interface shall allow field technicians to inspect or replace the charger diagnostic data set without unnecessary disassembly when planned customer-site service is active. Review DEMO-REQ-20214-0: checks access time and diagnostic confidence.,Document package DEMO-EVID-30214 was filed under the previous requirement revision for DEMO-REQ-20214-0. Measured behaviour is technically comparable and the reviewer added a side table relating old and current acceptance wording for DEMO-REQ-20214-0.,0,0,0,0,1,1
Release item DEMO-REQ-20287-3: high-voltage battery pack shall allow field replacement of one battery module without pack removal when planned field-service replacement is active. Review DEMO-REQ-20287-3: checks isolation confirmation and module access time.,DEMO-EVID-30287 implementation review: recorded a controlled full stop before restart authorization after planned field-service replacement against DEMO-REQ-20287-3. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20287-3.,0,0,1,0,0,0
Verification item DEMO-REQ-20010-2: perception sensor cluster must detect a stationary service vehicle at the edge of the travel corridor in nominal apron visibility. Review DEMO-REQ-20010-2: detection confidence and classification stability.,Assessment DEMO-EVID-30010 reports stable behaviour first and reduced margin after thermal cycling for DEMO-REQ-20010-2. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20010-2.,0,1,1,1,0,0
Release item DEMO-REQ-20306-0: battery thermal management system shall complete two uphill loaded cycles without thermal power reduction when high ambient temperature with full payload is active. Review DEMO-REQ-20306-0: checks coolant temperature and derating state.,DEMO-EVID-30306 vehicle record: right subsystem is named; sensitivity appears after repeated load cycles for DEMO-REQ-20306-0. Result supports a bounded claim; weak for an unconditional release statement for DEMO-REQ-20306-0.,0,0,0,0,1,0
Release item DEMO-REQ-20395-2: service access panel layout shall inspect the cooling-pump strainer without removing the rear guard when scheduled field inspection is active. Review DEMO-REQ-20395-2: checks tool access path and inspection duration.,Assessment DEMO-EVID-30395 reports stable behaviour first and reduced margin after cold soak for DEMO-REQ-20395-2. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20395-2.,0,1,1,1,0,1
DEMO-REQ-20156-2: charging handshake module shall display the session authorization state during depot charging bay. Acceptance DEMO-REQ-20156-2: checks recorded value stability during the requested window.,DEMO-EVID-30156 validation memo: depot charging bay run captured the session authorization state on the charger event log for DEMO-REQ-20156-2. Reviewers closed the observation after comparing the requested case with the captured run for DEMO-REQ-20156-2. Aborted sessions were excluded because the requirement names only the nominal stop case for DEMO-REQ-20156-2.,0,0,0,0,0,0
DEMO-REQ-20342-3: perception sensor cluster shall allow remote product support to classify faults involving the sensor-cleaning nozzle block before dispatching parts during customer-site troubleshooting. Acceptance DEMO-REQ-20342-3: fault context completeness and remote retrieval time.,Simulation file DEMO-EVID-30342 describes a cleaning sequence that pauses part of the active view for the perception sensor cluster during wind-blown dust during shift change for DEMO-REQ-20342-3. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20342-3.,0,0,1,0,1,1
DEMO-REQ-20262-2: perception sensor cluster must detect a stationary service vehicle at the edge of the travel corridor for nominal apron visibility. Acceptance DEMO-REQ-20262-2: detection confidence and classification stability.,DEMO-EVID-30262 vehicle record: right subsystem is named; sensitivity appears after haul-road vibration for DEMO-REQ-20262-2. Result supports a bounded claim; weak for an unconditional release statement for DEMO-REQ-20262-2.,0,0,0,1,0,1
Release item DEMO-REQ-20147-1: traction inverter shall track torque command during loaded ramp launch when loaded launch on a moderate grade is active. Review DEMO-REQ-20147-1: checks torque error and current-limit behaviour.,DEMO-EVID-30147 vehicle record: right subsystem is named; sensitivity appears after cold soak for DEMO-REQ-20147-1. Result supports a bounded claim; weak for an unconditional release statement for DEMO-REQ-20147-1.,0,0,0,1,0,1
Release item DEMO-REQ-20169-0: regenerative braking controller shall blend regenerative and friction braking on downhill hauls when long descending haul road with high payload is active. Review DEMO-REQ-20169-0: checks brake balance and speed stability.,Trial DEMO-EVID-30169 follows the requested signal path and then introduces cold soak for DEMO-REQ-20169-0. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20169-0.,1,0,0,0,1,0
DEMO-REQ-20131-3: GNSS-denied localization module must allow field technicians to inspect or replace the localization reference unit without unnecessary disassembly for planned customer-site service. Acceptance DEMO-REQ-20131-3: access time and diagnostic confidence.,Field-support note DEMO-EVID-30131 says the deciding status can be read only after reaching the localization reference unit for DEMO-REQ-20131-3. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20131-3.,0,0,1,0,1,0
Release item DEMO-REQ-20178-1: traction inverter shall detect and report the observed restriction in the traction inverter when repeated low-speed ramp starts is active. Review DEMO-REQ-20178-1: checks warning lead time and derating transition.,Commissioning note DEMO-EVID-30178 shows the traction inverter entered a restricted state during repeated low-speed ramp starts for DEMO-REQ-20178-1. Event log is complete enough for diagnosis but the behaviour remains undesirable for production flow for DEMO-REQ-20178-1.,0,0,0,1,0,1
Verification item DEMO-REQ-20273-2: predictive maintenance model must avoid nuisance alerts during normal payload variation in high but normal payload variation. Review DEMO-REQ-20273-2: false-alert rate and operator acknowledgement.,DEMO-EVID-30273 QA note: positive result for identify wheel-drive bearing drift before the inspection interval during slow vibration trend growth against DEMO-REQ-20273-2. Not evaluated: avoid nuisance alerts during normal payload variation in high but normal payload variation although the hardware configuration is otherwise comparable for DEMO-REQ-20273-2.,1,1,0,1,0,0
DEMO-REQ-20324-1: perception sensor cluster shall detect a stationary service vehicle at the edge of the travel corridor during nominal apron visibility. Acceptance DEMO-REQ-20324-1: detection confidence and classification stability.,DEMO-EVID-30324 service note: function confirmed at the machine; technicians still need physical access to the sensor-cleaning nozzle block for DEMO-REQ-20324-1. Workshop path is acceptable; slow for roadside troubleshooting for DEMO-REQ-20324-1.,1,0,0,0,0,1
DEMO-REQ-20246-3: battery thermal management system must complete two uphill loaded cycles without thermal power reduction for high ambient temperature with full payload. Acceptance DEMO-REQ-20246-3: coolant temperature and derating state.,DEMO-EVID-30246 evidence note: exercised complete two uphill loaded cycles without thermal power reduction in high ambient temperature with full payload; coolant temperature and derating state stayed within the review window against DEMO-REQ-20246-3. Scope note: short dwell time between haul and charge and precondition the pack before the next charging window were not part of this run for DEMO-REQ-20246-3.,0,0,0,1,0,0
DEMO-REQ-20252-3: fleet telemetry gateway shall publish the vehicle availability signal during controlled dust exposure. Acceptance DEMO-REQ-20252-3: checks repeatability across the agreed demonstration sequence.,DEMO-EVID-30252 supplier-quality screen: controlled dust exposure run captured the vehicle availability signal on the fleet dashboard for DEMO-REQ-20252-3. Dashboard values matched the archived vehicle stream for DEMO-REQ-20252-3. Higher payload classes remain outside this acceptance check by design for DEMO-REQ-20252-3.,0,0,0,0,0,0
Verification item DEMO-REQ-20433-1: predictive maintenance model must notify fleet supervision before predictive maintenance model behaviour reduces truck availability in production dispatch monitoring. Review DEMO-REQ-20433-1: alert lead time and event context.,DEMO-EVID-30433 package: used the predictive maintenance model setup for high but normal payload variation and recorded stable false-alert rate and operator acknowledgement against DEMO-REQ-20433-1. Open item: slow vibration trend growth and the related identify wheel-drive bearing drift before the inspection interval sequence for a later campaign for DEMO-REQ-20433-1.,0,1,0,0,0,0
DEMO-REQ-20437-2: predictive maintenance model must identify wheel-drive bearing drift before the inspection interval for slow vibration trend growth. Acceptance DEMO-REQ-20437-2: lead time and confirmed work-order relevance.,DEMO-EVID-30437 package: used the predictive maintenance model setup for high but normal payload variation and recorded stable false-alert rate and operator acknowledgement against DEMO-REQ-20437-2. Open item: slow vibration trend growth and the related identify wheel-drive bearing drift before the inspection interval sequence for a later campaign for DEMO-REQ-20437-2.,1,1,0,1,0,0
DEMO-REQ-20429-3: regenerative braking controller shall allow field technicians to inspect or replace the brake-energy monitoring channel without unnecessary disassembly during planned customer-site service. Acceptance DEMO-REQ-20429-3: access time and diagnostic confidence.,Field-support note DEMO-EVID-30429 says the deciding status can be read only after reaching the brake-energy monitoring channel for DEMO-REQ-20429-3. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20429-3.,0,0,1,0,1,0
DEMO-REQ-20189-3: autonomous haulage controller shall allow workshop technicians to service the front perception pod during scheduled overhaul during planned workshop maintenance. Acceptance DEMO-REQ-20189-3: safe isolation and documented work sequence.,Service trial DEMO-EVID-30189 completed safely with the front perception pod for DEMO-REQ-20189-3. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20189-3.,1,0,0,0,0,1
Release item DEMO-REQ-20184-3: GNSS-denied localization module shall allow field technicians to inspect or replace the localization reference unit without unnecessary disassembly when planned customer-site service is active. Review DEMO-REQ-20184-3: checks access time and diagnostic confidence.,Field-support note DEMO-EVID-30184 says the deciding status can be read only after reaching the localization reference unit for DEMO-REQ-20184-3. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20184-3.,0,0,1,0,1,1
Verification item DEMO-REQ-20469-1: regenerative braking controller must blend regenerative and friction braking on downhill hauls in long descending haul road with high payload. Review DEMO-REQ-20469-1: brake balance and speed stability.,Design note DEMO-EVID-30469 shows that the regenerative braking controller chooses thermal self-protection before the next dispatch command when high state of charge near the dump point is detected for DEMO-REQ-20469-1. Sequence was repeatable in the lab and the note excludes extended production dispatch trials for DEMO-REQ-20469-1.,0,1,0,1,0,0
Release item DEMO-REQ-20319-1: service access panel layout shall retain the event log for the observed restriction in the service access panel layout when routine low-voltage service walkdown is active. Review DEMO-REQ-20319-1: checks clearance marking and cover separation.,DEMO-EVID-30319 field log: repeatable restriction recorded in routine low-voltage service walkdown against DEMO-REQ-20319-1. Telemetry preserved the event sequence and dispatch delay; the record is outside some neighbouring acceptance cases for DEMO-REQ-20319-1.,0,0,0,0,1,1
DEMO-REQ-20307-2: high-voltage battery pack shall limit cell-temperature spread during repeated haul cycles during alternating loaded and unloaded cycles. Acceptance DEMO-REQ-20307-2: cell delta and balancing state.,Service trial DEMO-EVID-30307 completed safely with the field-replaceable battery module for DEMO-REQ-20307-2. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20307-2.,1,0,0,0,1,0
Verification item DEMO-REQ-20375-1: service access panel layout must retain the event log for the observed restriction in the service access panel layout in routine low-voltage service walkdown. Review DEMO-REQ-20375-1: clearance marking and cover separation.,Commissioning note DEMO-EVID-30375 shows the service access panel layout entered a restricted state during routine low-voltage service walkdown for DEMO-REQ-20375-1. Event log is complete enough for diagnosis but the behaviour remains undesirable for production flow for DEMO-REQ-20375-1.,1,0,0,0,0,0
DEMO-REQ-20329-3: regenerative braking controller must blend regenerative and friction braking on downhill hauls for long descending haul road with high payload. Acceptance DEMO-REQ-20329-3: brake balance and speed stability.,DEMO-EVID-30329 implementation review: recorded a conservative torque reduction until the warning clears after high state of charge near the dump point against DEMO-REQ-20329-3. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20329-3.,0,1,0,1,0,0
DEMO-REQ-20094-2: service access panel layout shall notify fleet supervision before service access panel layout behaviour reduces truck availability during production dispatch monitoring. Acceptance DEMO-REQ-20094-2: alert lead time and event context.,DEMO-EVID-30094 package: used the service access panel layout setup for scheduled field inspection and recorded stable tool access path and inspection duration against DEMO-REQ-20094-2. Open item: routine low-voltage service walkdown and the related avoid contact with high-voltage covers during routine inspection sequence for a later campaign for DEMO-REQ-20094-2.,1,1,0,0,0,1
Release item DEMO-REQ-20163-3: lidar and radar fusion unit shall reject false berm reflections during autonomous reversing when low-speed reverse alignment is active. Review DEMO-REQ-20163-3: checks false-positive rate and stopping margin.,DEMO-EVID-30163 campaign: shortened profile for reject false berm reflections during autonomous reversing in low-speed reverse alignment against DEMO-REQ-20163-3. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20163-3.,0,1,0,1,0,0
Verification item DEMO-REQ-20318-0: payload estimation system must avoid false overload messages during short suspension oscillations in rough-road suspension movement. Review DEMO-REQ-20318-0: overload message persistence and event filtering.,DEMO-EVID-30318 field log: repeatable restriction recorded in rough-road suspension movement against DEMO-REQ-20318-0. Telemetry preserved the event sequence and dispatch delay; the record is outside some neighbouring acceptance cases for DEMO-REQ-20318-0.,1,0,0,0,0,1
DEMO-REQ-20276-1: predictive maintenance model shall acknowledge the early warning score during loaded uphill segment. Acceptance DEMO-REQ-20276-1: checks dashboard agreement with the controller log.,DEMO-EVID-30276 FAT record: loaded uphill segment run captured the early warning score on the maintenance planner for DEMO-REQ-20276-1. The station and vehicle traces ended with the same accepted status for DEMO-REQ-20276-1. Mud spray was noted in the logbook but did not enter this requested checkout for DEMO-REQ-20276-1.,0,0,0,0,0,0
DEMO-REQ-20342-0: perception sensor cluster must enter a protective state when perception sensor cluster confidence is outside the release band for wind-blown dust during shift change. Acceptance DEMO-REQ-20342-0: protective-state timing and restart permission.,Design note DEMO-EVID-30342 shows that the perception sensor cluster chooses a controlled full stop before restart authorization when wind-blown dust during shift change is detected for DEMO-REQ-20342-0. Sequence was repeatable in the lab and the note excludes extended production dispatch trials for DEMO-REQ-20342-0.,0,0,0,0,0,1
Verification item DEMO-REQ-20154-1: remote diagnostic interface must retrieve charger fault context without opening a cabinet in customer-site troubleshooting after a failed charge. Review DEMO-REQ-20154-1: available fault fields and retrieval time.,DEMO-EVID-30154 archive: old revision wording is present with a mapping note for DEMO-REQ-20154-1. Numbers look relevant; the current release line is not always named in the individual tables for DEMO-REQ-20154-1.,1,0,0,0,1,0
Customer constraint DEMO-REQ-20242-2: perception sensor cluster shall detect a stationary service vehicle at the edge of the travel corridor under nominal apron visibility. Evidence DEMO-REQ-20242-2: detection confidence and classification stability.,DEMO-EVID-30242 bench record: one representative sequence for detect a stationary service vehicle at the edge of the travel corridor during nominal apron visibility against DEMO-REQ-20242-2. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20242-2.,0,1,0,0,0,0
DEMO-REQ-20186-1: autonomous haulage controller shall store the route hold status during nominal depot temperature. Acceptance DEMO-REQ-20186-1: checks station log alignment with the vehicle event stream.,DEMO-EVID-30186 field support note: nominal depot temperature run captured the route hold status on the control dashboard for DEMO-REQ-20186-1. The replayed vehicle log followed the acceptance sequence without manual correction for DEMO-REQ-20186-1. Service-panel removal was not exercised because no access task is required by the item for DEMO-REQ-20186-1.,0,0,0,0,0,0
DEMO-REQ-20171-3: service access panel layout shall allow remote product support to classify faults involving the rear service panel before dispatching parts during customer-site troubleshooting. Acceptance DEMO-REQ-20171-3: fault context completeness and remote retrieval time.,Field-support note DEMO-EVID-30171 says the deciding status can be read only after reaching the rear service panel for DEMO-REQ-20171-3. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20171-3.,0,0,1,0,1,1
Release item DEMO-REQ-20055-3: service access panel layout shall enter a protective state when service access panel layout confidence is outside the release band when routine low-voltage service walkdown is active. Review DEMO-REQ-20055-3: checks protective-state timing and restart permission.,Simulation file DEMO-EVID-30055 describes a controlled full stop before restart authorization for the service access panel layout during routine low-voltage service walkdown for DEMO-REQ-20055-3. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20055-3.,0,0,0,0,1,1
Release item DEMO-REQ-20309-3: regenerative braking controller shall protect the battery when the pack cannot accept full regeneration when high state of charge near the dump point is active. Review DEMO-REQ-20309-3: checks regen limit request and fallback timing.,DEMO-EVID-30309 evidence note: exercised protect the battery when the pack cannot accept full regeneration in high state of charge near the dump point; regen limit request and fallback timing stayed within the review window against DEMO-REQ-20309-3. Scope note: long descending haul road with high payload and blend regenerative and friction braking on downhill hauls were not part of this run for DEMO-REQ-20309-3.,0,0,0,1,0,0
Verification item DEMO-REQ-20098-0: traction inverter must allow remote product support to classify faults involving the inverter cooling plate before dispatching parts in customer-site troubleshooting. Review DEMO-REQ-20098-0: fault context completeness and remote retrieval time.,Field-support note DEMO-EVID-30098 says the deciding status can be read only after reaching the inverter cooling plate for DEMO-REQ-20098-0. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20098-0.,0,0,1,0,1,0
Verification item DEMO-REQ-20368-1: fleet telemetry gateway must detect and report the observed restriction in the fleet telemetry gateway in remote service review after a shift. Review DEMO-REQ-20368-1: log completeness and upload confirmation.,Pilot log DEMO-EVID-30368 records a restricted machine state during remote service review after a shift for DEMO-REQ-20368-1. Event was captured with timestamps and recovery messages but the same note does not show that the recurrence mechanism has been removed for DEMO-REQ-20368-1.,0,0,0,1,0,1
Release item DEMO-REQ-20031-1: fleet telemetry gateway shall allow workshop technicians to service the remote diagnostic interface during scheduled overhaul when planned workshop maintenance is active. Review DEMO-REQ-20031-1: checks safe isolation and documented work sequence.,Field-support note DEMO-EVID-30031 says the deciding status can be read only after reaching the remote diagnostic interface for DEMO-REQ-20031-1. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20031-1.,0,0,0,0,1,0
Release item DEMO-REQ-20429-0: regenerative braking controller shall blend regenerative and friction braking on downhill hauls when long descending haul road with high payload is active. Review DEMO-REQ-20429-0: checks brake balance and speed stability.,Service trial DEMO-EVID-30429 completed safely with the brake-energy monitoring channel for DEMO-REQ-20429-0. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20429-0.,1,0,0,0,0,0
Customer constraint DEMO-REQ-20207-0: high-voltage battery pack shall allow field replacement of one battery module without pack removal under planned field-service replacement. Evidence DEMO-REQ-20207-0: isolation confirmation and module access time.,DEMO-EVID-30207 QA note: positive result for allow field replacement of one battery module without pack removal during planned field-service replacement against DEMO-REQ-20207-0. Not evaluated: limit cell-temperature spread during repeated haul cycles in alternating loaded and unloaded cycles although the hardware configuration is otherwise comparable for DEMO-REQ-20207-0.,0,0,0,1,0,1
DEMO-REQ-20095-1: payload estimation system shall update energy forecast after payload is measured at loading during loaded departure from the shovel area. Acceptance DEMO-REQ-20095-1: energy forecast error and payload timestamp.,DEMO-EVID-30095 evidence note: exercised update energy forecast after payload is measured at loading in loaded departure from the shovel area; energy forecast error and payload timestamp stayed within the review window against DEMO-REQ-20095-1. Scope note: rough-road suspension movement and avoid false overload messages during short suspension oscillations were not part of this run for DEMO-REQ-20095-1.,0,0,0,1,0,1
DEMO-REQ-20200-1: safe-stop controller shall bring the truck to a controlled stop after an exclusion-zone warning during personnel-zone warning input. Acceptance DEMO-REQ-20200-1: stop distance and brake-command agreement.,DEMO-EVID-30200 campaign: shortened profile for bring the truck to a controlled stop after an exclusion-zone warning in personnel-zone warning input against DEMO-REQ-20200-1. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20200-1.,0,1,0,0,0,1
Customer constraint DEMO-REQ-20144-3: GNSS-denied localization module shall maintain pose quality without satellite reference under covered crusher approach. Evidence DEMO-REQ-20144-3: pose covariance and route deviation.,DEMO-EVID-30144 bench record: one representative sequence for maintain pose quality without satellite reference during covered crusher approach against DEMO-REQ-20144-3. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20144-3.,0,1,0,0,0,0
DEMO-REQ-20084-3: GNSS-denied localization module must prevent recurrence of the observed restriction in the GNSS-denied localization module for covered crusher approach. Acceptance DEMO-REQ-20084-3: pose covariance and route deviation.,Commissioning note DEMO-EVID-30084 shows the GNSS-denied localization module entered a restricted state during transition back to open-sky operation for DEMO-REQ-20084-3. Event log is complete enough for diagnosis but the behaviour remains undesirable for production flow for DEMO-REQ-20084-3.,0,0,1,1,0,0
Customer constraint DEMO-REQ-20446-0: battery thermal management system shall complete two uphill loaded cycles without thermal power reduction under high ambient temperature with full payload. Evidence DEMO-REQ-20446-0: coolant temperature and derating state.,DEMO-EVID-30446 bench record: one representative sequence for complete two uphill loaded cycles without thermal power reduction during high ambient temperature with full payload against DEMO-REQ-20446-0. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20446-0.,0,1,0,0,0,0
Verification item DEMO-REQ-20277-0: software update manager must roll back an autonomous-control package after unsuccessful deployment in interrupted over-the-air update. Review DEMO-REQ-20277-0: rollback completion and restart state.,DEMO-EVID-30277 campaign: shortened profile for roll back an autonomous-control package after unsuccessful deployment in interrupted over-the-air update against DEMO-REQ-20277-0. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20277-0.,1,1,0,0,0,0
DEMO-REQ-20226-0: route-planning module shall retain the planned segment handover during warm-soak restart. Acceptance DEMO-REQ-20226-0: checks that the reviewed case stays within the documented release envelope.,DEMO-EVID-30226 engineering sign-off note: warm-soak restart run captured the planned segment handover on the dispatch review screen for DEMO-REQ-20226-0. Timestamps aligned with the controller log at each review point for DEMO-REQ-20226-0. A longer endurance run is planned elsewhere and is not needed for this acceptance line for DEMO-REQ-20226-0.,0,0,0,0,0,0
Release item DEMO-REQ-20306-1: battery thermal management system shall notify fleet supervision before battery thermal management system behaviour reduces truck availability when production dispatch monitoring is active. Review DEMO-REQ-20306-1: checks alert lead time and event context.,Assessment DEMO-EVID-30306 reports stable behaviour first and reduced margin after haul-road vibration for DEMO-REQ-20306-1. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20306-1.,0,0,0,1,0,1
DEMO-REQ-20204-3: GNSS-denied localization module must maintain pose quality without satellite reference for covered crusher approach. Acceptance DEMO-REQ-20204-3: pose covariance and route deviation.,DEMO-EVID-30204 screen: exercised maintain pose quality without satellite reference under covered crusher approach; no anomaly logged against DEMO-REQ-20204-3. Reviewer note: the duration was intentionally reduced to protect prototype availability for DEMO-REQ-20204-3.,0,1,0,0,0,0
Release item DEMO-REQ-20108-2: traction inverter shall report early thermal margin loss before torque reduction when repeated low-speed ramp starts is active. Review DEMO-REQ-20108-2: checks warning lead time and derating transition.,DEMO-EVID-30108 QA note: positive result for track torque command during loaded ramp launch during loaded launch on a moderate grade against DEMO-REQ-20108-2. Not evaluated: report early thermal margin loss before torque reduction in repeated low-speed ramp starts although the hardware configuration is otherwise comparable for DEMO-REQ-20108-2.,1,1,0,1,0,0
Customer constraint DEMO-REQ-20371-0: charging station handshake module shall allow remote product support to classify faults involving the station communication gateway before dispatching parts under customer-site troubleshooting. Evidence DEMO-REQ-20371-0: fault context completeness and remote retrieval time.,Design note DEMO-EVID-30371 shows that the charging station handshake module chooses a controlled full stop before restart authorization when temporary station queue delay is detected for DEMO-REQ-20371-0. Sequence was repeatable in the lab and the note excludes extended production dispatch trials for DEMO-REQ-20371-0.,0,0,1,0,1,0
Verification item DEMO-REQ-20492-0: perception sensor cluster must allow field technicians to inspect or replace the sensor-cleaning nozzle block without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20492-0: access time and diagnostic confidence.,DEMO-EVID-30492 bench record: one representative sequence for detect a stationary service vehicle at the edge of the travel corridor during nominal apron visibility against DEMO-REQ-20492-0. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20492-0.,1,0,0,0,1,0
Verification item DEMO-REQ-20185-0: safe-stop controller must allow workshop technicians to service the safe-stop input module during scheduled overhaul in planned workshop maintenance. Review DEMO-REQ-20185-0: safe isolation and documented work sequence.,Service trial DEMO-EVID-30185 completed safely with the safe-stop input module for DEMO-REQ-20185-0. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20185-0.,0,0,0,0,1,0
Release item DEMO-REQ-20036-1: factory acceptance test station shall detect and report the observed restriction in the factory acceptance test station when site acceptance replay with fleet dispatch messages is active. Review DEMO-REQ-20036-1: checks message timing and acceptance sign-off.,DEMO-EVID-30036 field log: repeatable restriction recorded in site acceptance replay with fleet dispatch messages against DEMO-REQ-20036-1. Telemetry preserved the event sequence and dispatch delay; the record is outside some neighbouring acceptance cases for DEMO-REQ-20036-1.,0,0,0,1,0,1
Customer constraint DEMO-REQ-20013-3: predictive maintenance model shall identify wheel-drive bearing drift before the inspection interval under slow vibration trend growth. Evidence DEMO-REQ-20013-3: lead time and confirmed work-order relevance.,DEMO-EVID-30013 campaign: shortened profile for identify wheel-drive bearing drift before the inspection interval in slow vibration trend growth against DEMO-REQ-20013-3. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20013-3.,0,1,0,1,0,1
DEMO-REQ-20438-1: service access panel layout shall inspect the cooling-pump strainer without removing the rear guard during scheduled field inspection. Acceptance DEMO-REQ-20438-1: tool access path and inspection duration.,Trial DEMO-EVID-30438 follows the requested signal path and then introduces payload variation for DEMO-REQ-20438-1. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20438-1.,0,1,1,1,0,0
Verification item DEMO-REQ-20288-2: traction inverter must track torque command during loaded ramp launch in loaded launch on a moderate grade. Review DEMO-REQ-20288-2: torque error and current-limit behaviour.,Assessment DEMO-EVID-30288 reports stable behaviour first and reduced margin after cold soak for DEMO-REQ-20288-2. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20288-2.,0,0,0,1,0,0
Release item DEMO-REQ-20401-2: route-planning module shall allow remote product support to classify faults involving the route configuration package before dispatching parts when customer-site troubleshooting is active. Review DEMO-REQ-20401-2: checks fault context completeness and remote retrieval time.,DEMO-EVID-30401 implementation review: recorded a conservative torque reduction until the warning clears after long downhill grade with variable payload against DEMO-REQ-20401-2. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20401-2.,0,0,1,0,1,1
Release item DEMO-REQ-20144-1: GNSS-denied localization module shall maintain pose quality without satellite reference when covered crusher approach is active. Review DEMO-REQ-20144-1: checks pose covariance and route deviation.,DEMO-EVID-30144 bench record: one representative sequence for maintain pose quality without satellite reference during covered crusher approach against DEMO-REQ-20144-1. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20144-1.,0,1,0,1,0,1
DEMO-REQ-20403-1: electric wheel drive shall allow field technicians to inspect or replace the wheel-drive temperature sensor without unnecessary disassembly during planned customer-site service. Acceptance DEMO-REQ-20403-1: access time and diagnostic confidence.,DEMO-EVID-30403 evidence note: exercised separate sensor drift from actual overheating in diagnostics in sensor trend disagreement across a shift; fault-code separation and technician interpretation stayed within the review window against DEMO-REQ-20403-1. Scope note: continued loaded haul at reduced torque and maintain propulsion availability after a temperature warning were not part of this run for DEMO-REQ-20403-1.,0,1,0,0,1,0
