text,text_pair
DEMO-REQ-20210-3: megawatt charging interface must notify fleet supervision before megawatt charging interface behaviour reduces truck availability for production dispatch monitoring. Acceptance DEMO-REQ-20210-3: alert lead time and event context.,Assessment DEMO-EVID-30210 reports stable behaviour first and reduced margin after cold soak for DEMO-REQ-20210-3. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20210-3.
Verification item DEMO-REQ-20154-0: remote diagnostic interface must allow field technicians to inspect or replace the charger diagnostic data set without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20154-0: access time and diagnostic confidence.,DEMO-EVID-30154 archive: old revision wording is present with a mapping note for DEMO-REQ-20154-0. Numbers look relevant; the current release line is not always named in the individual tables for DEMO-REQ-20154-0.
Verification item DEMO-REQ-20002-1: perception sensor cluster must detect a stationary service vehicle at the edge of the travel corridor in nominal apron visibility. Review DEMO-REQ-20002-1: detection confidence and classification stability.,DEMO-EVID-30002 bench record: one representative sequence for detect a stationary service vehicle at the edge of the travel corridor during nominal apron visibility against DEMO-REQ-20002-1. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20002-1.
DEMO-REQ-20245-2: safe-stop controller must bring the truck to a controlled stop after an exclusion-zone warning for personnel-zone warning input. Acceptance DEMO-REQ-20245-2: stop distance and brake-command agreement.,Assessment DEMO-EVID-30245 reports stable behaviour first and reduced margin after grade change for DEMO-REQ-20245-2. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20245-2.
Verification item DEMO-REQ-20356-1: regenerative braking controller must notify fleet supervision before regenerative braking controller behaviour reduces truck availability in production dispatch monitoring. Review DEMO-REQ-20356-1: alert lead time and event context.,DEMO-EVID-30356 QA note: positive result for protect the battery when the pack cannot accept full regeneration during high state of charge near the dump point against DEMO-REQ-20356-1. Not evaluated: blend regenerative and friction braking on downhill hauls in long descending haul road with high payload although the hardware configuration is otherwise comparable for DEMO-REQ-20356-1.
Verification item DEMO-REQ-20063-1: megawatt charging interface must allow field technicians to inspect or replace the charging connector latch without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20063-1: access time and diagnostic confidence.,DEMO-EVID-30063 evidence note: exercised recover after an aborted high-power charging session in interrupted charging after connector temperature warning; reconnect timing and technician handling state stayed within the review window against DEMO-REQ-20063-1. Scope note: nominal depot temperature and complete a normal charging handshake at depot temperature were not part of this run for DEMO-REQ-20063-1.
Customer constraint DEMO-REQ-20392-2: software update manager shall notify fleet supervision before software update manager behaviour reduces truck availability under production dispatch monitoring. Evidence DEMO-REQ-20392-2: alert lead time and event context.,DEMO-EVID-30392 vehicle record: right subsystem is named; sensitivity appears after mud accumulation for DEMO-REQ-20392-2. Result supports a bounded claim; weak for an unconditional release statement for DEMO-REQ-20392-2.
DEMO-REQ-20251-3: megawatt charging interface shall store the charge-current ramp state during empty return leg. Acceptance DEMO-REQ-20251-3: checks station log alignment with the vehicle event stream.,DEMO-EVID-30251 field support note: empty return leg run captured the charge-current ramp state on the station trace for DEMO-REQ-20251-3. The replayed vehicle log followed the acceptance sequence without manual correction for DEMO-REQ-20251-3. Service-panel removal was not exercised because no access task is required by the item for DEMO-REQ-20251-3.
Verification item DEMO-REQ-20006-3: route-planning module must keep the loaded vehicle inside the downhill speed envelope in long downhill grade with variable payload. Review DEMO-REQ-20006-3: speed overshoot and brake blending.,Design note DEMO-EVID-30006 shows that the route-planning module chooses a controlled full stop before restart authorization when long downhill grade with variable payload is detected for DEMO-REQ-20006-3. Sequence was repeatable in the lab and the note excludes extended production dispatch trials for DEMO-REQ-20006-3.
Release item DEMO-REQ-20217-1: software update manager shall allow remote product support to classify faults involving the software configuration manifest before dispatching parts when customer-site troubleshooting is active. Review DEMO-REQ-20217-1: checks fault context completeness and remote retrieval time.,Design note DEMO-EVID-30217 shows that the software update manager chooses a conservative torque reduction until the warning clears when mixed-module software staging is detected for DEMO-REQ-20217-1. Sequence was repeatable in the lab and the note excludes extended production dispatch trials for DEMO-REQ-20217-1.
Release item DEMO-REQ-20339-1: electric wheel drive shall maintain propulsion availability after a temperature warning when continued loaded haul at reduced torque is active. Review DEMO-REQ-20339-1: checks available torque and fault escalation.,DEMO-EVID-30339 archive: old revision wording is present with a mapping note for DEMO-REQ-20339-1. Numbers look relevant; the current release line is not always named in the individual tables for DEMO-REQ-20339-1.
Release item DEMO-REQ-20338-3: payload estimation system shall update energy forecast after payload is measured at loading when loaded departure from the shovel area is active. Review DEMO-REQ-20338-3: checks energy forecast error and payload timestamp.,DEMO-EVID-30338 screen: exercised update energy forecast after payload is measured at loading under loaded departure from the shovel area; no anomaly logged against DEMO-REQ-20338-3. Reviewer note: the duration was intentionally reduced to protect prototype availability for DEMO-REQ-20338-3.
Verification item DEMO-REQ-20489-0: factory acceptance test station must verify software configuration before the truck leaves production in end-of-line production test. Review DEMO-REQ-20489-0: configuration hash and test record linkage.,DEMO-EVID-30489 QA note: positive result for reproduce the commissioning sequence used at the customer site during site acceptance replay with fleet dispatch messages against DEMO-REQ-20489-0. Not evaluated: verify software configuration before the truck leaves production in end-of-line production test although the hardware configuration is otherwise comparable for DEMO-REQ-20489-0.
DEMO-REQ-20080-1: autonomous haulage controller must hold route accuracy through a loading-zone transition for dust at the loading berm. Acceptance DEMO-REQ-20080-1: route deviation and command continuity.,Service trial DEMO-EVID-30080 completed safely with the front perception pod for DEMO-REQ-20080-1. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20080-1.
Verification item DEMO-REQ-20174-0: remote diagnostic interface must retrieve charger fault context without opening a cabinet in customer-site troubleshooting after a failed charge. Review DEMO-REQ-20174-0: available fault fields and retrieval time.,DEMO-EVID-30174 service note: function confirmed at the machine; technicians still need physical access to the charger diagnostic data set for DEMO-REQ-20174-0. Workshop path is acceptable; slow for roadside troubleshooting for DEMO-REQ-20174-0.
Verification item DEMO-REQ-20422-1: perception sensor cluster must maintain object confidence while the cleaning cycle is active in wind-blown dust during shift change. Review DEMO-REQ-20422-1: temporary blind-zone duration.,Commissioning note DEMO-EVID-30422 shows the perception sensor cluster entered a restricted state during wind-blown dust during shift change for DEMO-REQ-20422-1. Event log is complete enough for diagnosis but the behaviour remains undesirable for production flow for DEMO-REQ-20422-1.
DEMO-REQ-20470-0: megawatt charging interface must recover after an aborted high-power charging session for interrupted charging after connector temperature warning. Acceptance DEMO-REQ-20470-0: reconnect timing and technician handling state.,Simulation file DEMO-EVID-30470 describes a conservative torque reduction until the warning clears for the megawatt charging interface during interrupted charging after connector temperature warning for DEMO-REQ-20470-0. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20470-0.
Customer constraint DEMO-REQ-20484-2: safe-stop controller shall continue at limited crawl after a non-critical perception warning under single-channel perception degradation. Evidence DEMO-REQ-20484-2: crawl authorization and remote-supervision state.,DEMO-EVID-30484 package: used the safe-stop controller setup for personnel-zone warning input and recorded stable stop distance and brake-command agreement against DEMO-REQ-20484-2. Open item: single-channel perception degradation and the related continue at limited crawl after a non-critical perception warning sequence for a later campaign for DEMO-REQ-20484-2.
DEMO-REQ-20050-2: megawatt charging interface shall complete a normal charging handshake at depot temperature during nominal depot temperature. Acceptance DEMO-REQ-20050-2: handshake sequence and isolation confirmation.,DEMO-EVID-30050 QA note: positive result for recover after an aborted high-power charging session during interrupted charging after connector temperature warning against DEMO-REQ-20050-2. Not evaluated: complete a normal charging handshake at depot temperature in nominal depot temperature although the hardware configuration is otherwise comparable for DEMO-REQ-20050-2.
Customer constraint DEMO-REQ-20111-2: charging station handshake module shall notify fleet supervision before charging station handshake module behaviour reduces truck availability under production dispatch monitoring. Evidence DEMO-REQ-20111-2: alert lead time and event context.,DEMO-EVID-30111 evidence note: exercised exchange charging limits before current ramp-up in standard charging-bay communication; message order and limit agreement stayed within the review window against DEMO-REQ-20111-2. Scope note: temporary station queue delay and inform dispatch when station authorization is delayed were not part of this run for DEMO-REQ-20111-2.
DEMO-REQ-20080-3: autonomous haulage controller must allow workshop technicians to service the front perception pod during scheduled overhaul for planned workshop maintenance. Acceptance DEMO-REQ-20080-3: safe isolation and documented work sequence.,Field-support note DEMO-EVID-30080 says the deciding status can be read only after reaching the front perception pod for DEMO-REQ-20080-3. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20080-3.
DEMO-REQ-20177-3: software update manager must allow field technicians to inspect or replace the software configuration manifest without unnecessary disassembly for planned customer-site service. Acceptance DEMO-REQ-20177-3: access time and diagnostic confidence.,DEMO-EVID-30177 evidence note: exercised keep calibration identifiers aligned across perception and planning modules in mixed-module software staging; calibration ID agreement and audit record stayed within the review window against DEMO-REQ-20177-3. Scope note: interrupted over-the-air update and roll back an autonomous-control package after unsuccessful deployment were not part of this run for DEMO-REQ-20177-3.
DEMO-REQ-20324-0: perception sensor cluster must allow field technicians to inspect or replace the sensor-cleaning nozzle block without unnecessary disassembly for planned customer-site service. Acceptance DEMO-REQ-20324-0: access time and diagnostic confidence.,Service trial DEMO-EVID-30324 completed safely with the sensor-cleaning nozzle block for DEMO-REQ-20324-0. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20324-0.
Customer constraint DEMO-REQ-20323-0: GNSS-denied localization module shall maintain pose quality without satellite reference under covered crusher approach. Evidence DEMO-REQ-20323-0: pose covariance and route deviation.,Simulation file DEMO-EVID-30323 describes thermal self-protection before the next dispatch command for the GNSS-denied localization module during transition back to open-sky operation for DEMO-REQ-20323-0. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20323-0.
DEMO-REQ-20379-2: electric wheel drive must allow workshop technicians to service the wheel-drive temperature sensor during scheduled overhaul for planned workshop maintenance. Acceptance DEMO-REQ-20379-2: safe isolation and documented work sequence.,DEMO-EVID-30379 service note: function confirmed at the machine; technicians still need physical access to the wheel-drive temperature sensor for DEMO-REQ-20379-2. Workshop path is acceptable; slow for roadside troubleshooting for DEMO-REQ-20379-2.
DEMO-REQ-20296-3: factory acceptance test station shall verify software configuration before the truck leaves production during end-of-line production test. Acceptance DEMO-REQ-20296-3: configuration hash and test record linkage.,Trial DEMO-EVID-30296 follows the requested signal path and then introduces repeated load cycles for DEMO-REQ-20296-3. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20296-3.
Release item DEMO-REQ-20259-0: battery thermal management system shall allow remote product support to classify faults involving the coolant pump cartridge before dispatching parts when customer-site troubleshooting is active. Review DEMO-REQ-20259-0: checks fault context completeness and remote retrieval time.,Simulation file DEMO-EVID-30259 describes a controlled full stop before restart authorization for the battery thermal management system during short dwell time between haul and charge for DEMO-REQ-20259-0. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20259-0.
DEMO-REQ-20277-3: software update manager must roll back an autonomous-control package after unsuccessful deployment for interrupted over-the-air update. Acceptance DEMO-REQ-20277-3: rollback completion and restart state.,DEMO-EVID-30277 bench record: one representative sequence for roll back an autonomous-control package after unsuccessful deployment during interrupted over-the-air update against DEMO-REQ-20277-3. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20277-3.
DEMO-REQ-20441-0: charging handshake module shall retain the session authorization state during depot charging bay. Acceptance DEMO-REQ-20441-0: checks that the reviewed case stays within the documented release envelope.,DEMO-EVID-30441 engineering sign-off note: depot charging bay run captured the session authorization state on the charger event log for DEMO-REQ-20441-0. Timestamps aligned with the controller log at each review point for DEMO-REQ-20441-0. A longer endurance run is planned elsewhere and is not needed for this acceptance line for DEMO-REQ-20441-0.
Release item DEMO-REQ-20261-0: route-planning module shall allow field technicians to inspect or replace the route configuration package without unnecessary disassembly when planned customer-site service is active. Review DEMO-REQ-20261-0: checks access time and diagnostic confidence.,DEMO-EVID-30261 QA note: positive result for keep the loaded vehicle inside the downhill speed envelope during long downhill grade with variable payload against DEMO-REQ-20261-0. Not evaluated: recalculate a haul segment after a temporary lane restriction in revised virtual lane boundary although the hardware configuration is otherwise comparable for DEMO-REQ-20261-0.
DEMO-REQ-20160-2: autonomous haulage controller shall allow field technicians to inspect or replace the front perception pod without unnecessary disassembly during planned customer-site service. Acceptance DEMO-REQ-20160-2: access time and diagnostic confidence.,Service trial DEMO-EVID-30160 completed safely with the front perception pod for DEMO-REQ-20160-2. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20160-2.
DEMO-REQ-20095-3: payload estimation system shall allow field technicians to inspect or replace the payload sensor calibration file without unnecessary disassembly during planned customer-site service. Acceptance DEMO-REQ-20095-3: access time and diagnostic confidence.,DEMO-EVID-30095 QA note: positive result for update energy forecast after payload is measured at loading during loaded departure from the shovel area against DEMO-REQ-20095-3. Not evaluated: avoid false overload messages during short suspension oscillations in rough-road suspension movement although the hardware configuration is otherwise comparable for DEMO-REQ-20095-3.
Customer constraint DEMO-REQ-20387-1: traction inverter shall report early thermal margin loss before torque reduction under repeated low-speed ramp starts. Evidence DEMO-REQ-20387-1: warning lead time and derating transition.,DEMO-EVID-30387 field log: repeatable restriction recorded in repeated low-speed ramp starts against DEMO-REQ-20387-1. Telemetry preserved the event sequence and dispatch delay; the record is outside some neighbouring acceptance cases for DEMO-REQ-20387-1.
Verification item DEMO-REQ-20184-0: GNSS-denied localization module must allow workshop technicians to service the localization reference unit during scheduled overhaul in planned workshop maintenance. Review DEMO-REQ-20184-0: safe isolation and documented work sequence.,Service trial DEMO-EVID-30184 completed safely with the localization reference unit for DEMO-REQ-20184-0. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20184-0.
Customer constraint DEMO-REQ-20407-0: traction inverter shall track torque command during loaded ramp launch under loaded launch on a moderate grade. Evidence DEMO-REQ-20407-0: torque error and current-limit behaviour.,DEMO-EVID-30407 screen: exercised track torque command during loaded ramp launch under loaded launch on a moderate grade; no anomaly logged against DEMO-REQ-20407-0. Reviewer note: the duration was intentionally reduced to protect prototype availability for DEMO-REQ-20407-0.
Release item DEMO-REQ-20067-0: high-voltage battery pack shall limit cell-temperature spread during repeated haul cycles when alternating loaded and unloaded cycles is active. Review DEMO-REQ-20067-0: checks cell delta and balancing state.,Trial DEMO-EVID-30067 follows the requested signal path and then introduces cold soak for DEMO-REQ-20067-0. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20067-0.
Verification item DEMO-REQ-20310-0: perception sensor cluster must detect a stationary service vehicle at the edge of the travel corridor in nominal apron visibility. Review DEMO-REQ-20310-0: detection confidence and classification stability.,Assessment DEMO-EVID-30310 reports stable behaviour first and reduced margin after charging-bay humidity for DEMO-REQ-20310-0. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20310-0.
DEMO-REQ-20180-3: fleet telemetry gateway shall synchronize the vehicle availability signal during controlled dust exposure. Acceptance DEMO-REQ-20180-3: checks state transition order and timestamp continuity.,DEMO-EVID-30180 QA review: controlled dust exposure run captured the vehicle availability signal on the fleet dashboard for DEMO-REQ-20180-3. The checked signal stayed within the agreed tolerance for the whole requested window for DEMO-REQ-20180-3. The charger-side alarm list was copied for information only and did not change the pass decision for DEMO-REQ-20180-3.
DEMO-REQ-20297-0: payload estimation system must avoid false overload messages during short suspension oscillations for rough-road suspension movement. Acceptance DEMO-REQ-20297-0: overload message persistence and event filtering.,DEMO-EVID-30297 package: used the payload estimation system setup for loaded departure from the shovel area and recorded stable energy forecast error and payload timestamp against DEMO-REQ-20297-0. Open item: rough-road suspension movement and the related avoid false overload messages during short suspension oscillations sequence for a later campaign for DEMO-REQ-20297-0.
DEMO-REQ-20001-3: route-planning module must keep the loaded vehicle inside the downhill speed envelope for long downhill grade with variable payload. Acceptance DEMO-REQ-20001-3: speed overshoot and brake blending.,DEMO-EVID-30001 implementation review: recorded thermal self-protection before the next dispatch command after long downhill grade with variable payload against DEMO-REQ-20001-3. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20001-3.
DEMO-REQ-20334-3: remote diagnostic interface shall allow field technicians to inspect or replace the charger diagnostic data set without unnecessary disassembly during planned customer-site service. Acceptance DEMO-REQ-20334-3: access time and diagnostic confidence.,DEMO-EVID-30334 QA note: positive result for separate customer-visible messages from engineering-only diagnostic fields during remote review of a normal completed charge against DEMO-REQ-20334-3. Not evaluated: retrieve charger fault context without opening a cabinet in customer-site troubleshooting after a failed charge although the hardware configuration is otherwise comparable for DEMO-REQ-20334-3.
Customer constraint DEMO-REQ-20376-0: factory acceptance test station shall allow field technicians to inspect or replace the production test adapter without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20376-0: access time and diagnostic confidence.,DEMO-EVID-30376 archive: old revision wording is present with a mapping note for DEMO-REQ-20376-0. Numbers look relevant; the current release line is not always named in the individual tables for DEMO-REQ-20376-0.
DEMO-REQ-20039-2: battery thermal management system must allow remote product support to classify faults involving the coolant pump cartridge before dispatching parts for customer-site troubleshooting. Acceptance DEMO-REQ-20039-2: fault context completeness and remote retrieval time.,Simulation file DEMO-EVID-30039 describes a local reset before remote tools can read the final status for the battery thermal management system during short dwell time between haul and charge for DEMO-REQ-20039-2. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20039-2.
Customer constraint DEMO-REQ-20031-3: fleet telemetry gateway shall allow field technicians to inspect or replace the remote diagnostic interface without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20031-3: access time and diagnostic confidence.,Service trial DEMO-EVID-30031 completed safely with the remote diagnostic interface for DEMO-REQ-20031-3. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20031-3.
Customer constraint DEMO-REQ-20111-1: charging station handshake module shall exchange charging limits before current ramp-up under standard charging-bay communication. Evidence DEMO-REQ-20111-1: message order and limit agreement.,DEMO-EVID-30111 package: used the charging station handshake module setup for standard charging-bay communication and recorded stable message order and limit agreement against DEMO-REQ-20111-1. Open item: temporary station queue delay and the related inform dispatch when station authorization is delayed sequence for a later campaign for DEMO-REQ-20111-1.
DEMO-REQ-20261-2: route-planning module must notify fleet supervision before route-planning module behaviour reduces truck availability for production dispatch monitoring. Acceptance DEMO-REQ-20261-2: alert lead time and event context.,DEMO-EVID-30261 evidence note: exercised keep the loaded vehicle inside the downhill speed envelope in long downhill grade with variable payload; speed overshoot and brake blending stayed within the review window against DEMO-REQ-20261-2. Scope note: revised virtual lane boundary and recalculate a haul segment after a temporary lane restriction were not part of this run for DEMO-REQ-20261-2.
DEMO-REQ-20186-0: battery thermal management system must complete two uphill loaded cycles without thermal power reduction for high ambient temperature with full payload. Acceptance DEMO-REQ-20186-0: coolant temperature and derating state.,Simulation file DEMO-EVID-30186 describes a manual confirmation step before autonomous release for the battery thermal management system during short dwell time between haul and charge for DEMO-REQ-20186-0. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20186-0.
DEMO-REQ-20089-1: predictive maintenance model shall confirm the early warning score during loaded uphill segment. Acceptance DEMO-REQ-20089-1: checks handover-screen visibility for the specified operating case.,DEMO-EVID-30089 release review entry: loaded uphill segment run captured the early warning score on the maintenance planner for DEMO-REQ-20089-1. The operator screen and backend record showed the same final state for DEMO-REQ-20089-1. Reviewers kept the neighbouring degraded-mode ticket open while closing this limited item for DEMO-REQ-20089-1.
Customer constraint DEMO-REQ-20062-3: perception sensor cluster shall allow remote product support to classify faults involving the sensor-cleaning nozzle block before dispatching parts under customer-site troubleshooting. Evidence DEMO-REQ-20062-3: fault context completeness and remote retrieval time.,Simulation file DEMO-EVID-30062 describes a controlled full stop before restart authorization for the perception sensor cluster during wind-blown dust during shift change for DEMO-REQ-20062-3. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20062-3.
Verification item DEMO-REQ-20139-1: electric wheel drive must maintain propulsion availability after a temperature warning in continued loaded haul at reduced torque. Review DEMO-REQ-20139-1: available torque and fault escalation.,DEMO-EVID-30139 bench record: one representative sequence for maintain propulsion availability after a temperature warning during continued loaded haul at reduced torque against DEMO-REQ-20139-1. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20139-1.
Verification item DEMO-REQ-20283-1: lidar and radar fusion unit must reject false berm reflections during autonomous reversing in low-speed reverse alignment. Review DEMO-REQ-20283-1: false-positive rate and stopping margin.,DEMO-EVID-30283 archive: old revision wording is present with a mapping note for DEMO-REQ-20283-1. Numbers look relevant; the current release line is not always named in the individual tables for DEMO-REQ-20283-1.
DEMO-REQ-20195-3: service access panel layout shall inspect the cooling-pump strainer without removing the rear guard during scheduled field inspection. Acceptance DEMO-REQ-20195-3: tool access path and inspection duration.,Trial DEMO-EVID-30195 follows the requested signal path and then introduces grade change for DEMO-REQ-20195-3. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20195-3.
DEMO-REQ-20110-0: autonomous haulage controller shall report the route hold status during nominal depot temperature. Acceptance DEMO-REQ-20110-0: checks signal timing and recorded state alignment.,DEMO-EVID-30110 commissioning note: nominal depot temperature run captured the route hold status on the control dashboard for DEMO-REQ-20110-0. Recorded state changes matched the requested sequence for DEMO-REQ-20110-0. Cold-start behavior was not part of this record and is tracked under a separate demo item for DEMO-REQ-20110-0.
Release item DEMO-REQ-20403-3: electric wheel drive shall maintain propulsion availability after a temperature warning when continued loaded haul at reduced torque is active. Review DEMO-REQ-20403-3: checks available torque and fault escalation.,DEMO-EVID-30403 evidence note: exercised separate sensor drift from actual overheating in diagnostics in sensor trend disagreement across a shift; fault-code separation and technician interpretation stayed within the review window against DEMO-REQ-20403-3. Scope note: continued loaded haul at reduced torque and maintain propulsion availability after a temperature warning were not part of this run for DEMO-REQ-20403-3.
DEMO-REQ-20256-3: route-planning module shall display the planned segment handover during warm-soak restart. Acceptance DEMO-REQ-20256-3: checks recorded value stability during the requested window.,DEMO-EVID-30256 validation memo: warm-soak restart run captured the planned segment handover on the dispatch review screen for DEMO-REQ-20256-3. Reviewers closed the observation after comparing the requested case with the captured run for DEMO-REQ-20256-3. Aborted sessions were excluded because the requirement names only the nominal stop case for DEMO-REQ-20256-3.
Release item DEMO-REQ-20019-2: electric wheel drive shall notify fleet supervision before electric wheel drive behaviour reduces truck availability when production dispatch monitoring is active. Review DEMO-REQ-20019-2: checks alert lead time and event context.,DEMO-EVID-30019 evidence note: exercised maintain propulsion availability after a temperature warning in continued loaded haul at reduced torque; available torque and fault escalation stayed within the review window against DEMO-REQ-20019-2. Scope note: sensor trend disagreement across a shift and separate sensor drift from actual overheating in diagnostics were not part of this run for DEMO-REQ-20019-2.
Verification item DEMO-REQ-20469-3: regenerative braking controller must enter a protective state when regenerative braking controller confidence is outside the release band in high state of charge near the dump point. Review DEMO-REQ-20469-3: protective-state timing and restart permission.,DEMO-EVID-30469 implementation review: recorded a local reset before remote tools can read the final status after high state of charge near the dump point against DEMO-REQ-20469-3. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20469-3.
Release item DEMO-REQ-20003-1: lidar and radar fusion unit shall reject false berm reflections during autonomous reversing when low-speed reverse alignment is active. Review DEMO-REQ-20003-1: checks false-positive rate and stopping margin.,Simulation file DEMO-EVID-30003 describes a cleaning sequence that pauses part of the active view for the lidar and radar fusion unit during corrugated haul-road vibration for DEMO-REQ-20003-1. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20003-1.
DEMO-REQ-20219-0: electric wheel drive shall notify fleet supervision before electric wheel drive behaviour reduces truck availability during production dispatch monitoring. Acceptance DEMO-REQ-20219-0: alert lead time and event context.,DEMO-EVID-30219 vehicle record: right subsystem is named; sensitivity appears after cold soak for DEMO-REQ-20219-0. Result supports a bounded claim; weak for an unconditional release statement for DEMO-REQ-20219-0.
Release item DEMO-REQ-20029-2: regenerative braking controller shall blend regenerative and friction braking on downhill hauls when long descending haul road with high payload is active. Review DEMO-REQ-20029-2: checks brake balance and speed stability.,Document package DEMO-EVID-30029 was filed under the previous requirement revision for DEMO-REQ-20029-2. Measured behaviour is technically comparable and the reviewer added a side table relating old and current acceptance wording for DEMO-REQ-20029-2.
DEMO-REQ-20073-1: predictive maintenance model shall identify wheel-drive bearing drift before the inspection interval during slow vibration trend growth. Acceptance DEMO-REQ-20073-1: lead time and confirmed work-order relevance.,DEMO-EVID-30073 campaign: shortened profile for identify wheel-drive bearing drift before the inspection interval in slow vibration trend growth against DEMO-REQ-20073-1. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20073-1.
Verification item DEMO-REQ-20240-2: payload estimation system must update energy forecast after payload is measured at loading in loaded departure from the shovel area. Review DEMO-REQ-20240-2: energy forecast error and payload timestamp.,Field-support note DEMO-EVID-30240 says the deciding status can be read only after reaching the payload sensor calibration file for DEMO-REQ-20240-2. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20240-2.
DEMO-REQ-20255-1: service access panel layout shall avoid contact with high-voltage covers during routine inspection during routine low-voltage service walkdown. Acceptance DEMO-REQ-20255-1: clearance marking and cover separation.,DEMO-EVID-30255 evidence note: exercised inspect the cooling-pump strainer without removing the rear guard in scheduled field inspection; tool access path and inspection duration stayed within the review window against DEMO-REQ-20255-1. Scope note: routine low-voltage service walkdown and avoid contact with high-voltage covers during routine inspection were not part of this run for DEMO-REQ-20255-1.
DEMO-REQ-20473-1: electric wheel drive shall allow field technicians to inspect or replace the wheel-drive temperature sensor without unnecessary disassembly during planned customer-site service. Acceptance DEMO-REQ-20473-1: access time and diagnostic confidence.,DEMO-EVID-30473 package: used the electric wheel drive setup for continued loaded haul at reduced torque and recorded stable available torque and fault escalation against DEMO-REQ-20473-1. Open item: sensor trend disagreement across a shift and the related separate sensor drift from actual overheating in diagnostics sequence for a later campaign for DEMO-REQ-20473-1.
DEMO-REQ-20497-3: autonomous haulage controller shall hold route accuracy through a loading-zone transition during dust at the loading berm. Acceptance DEMO-REQ-20497-3: route deviation and command continuity.,DEMO-EVID-30497 implementation review: recorded a controlled full stop before restart authorization after single-channel perception masking against DEMO-REQ-20497-3. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20497-3.
DEMO-REQ-20191-3: charging station handshake module must inform dispatch when station authorization is delayed for temporary station queue delay. Acceptance DEMO-REQ-20191-3: dispatch status and timeout escalation.,Commissioning note DEMO-EVID-30191 shows the charging station handshake module entered a restricted state during temporary station queue delay for DEMO-REQ-20191-3. Event log is complete enough for diagnosis but the behaviour remains undesirable for production flow for DEMO-REQ-20191-3.
DEMO-REQ-20422-0: perception sensor cluster must retain the event log for the observed restriction in the perception sensor cluster for wind-blown dust during shift change. Acceptance DEMO-REQ-20422-0: temporary blind-zone duration.,Commissioning note DEMO-EVID-30422 shows the perception sensor cluster entered a restricted state during wind-blown dust during shift change for DEMO-REQ-20422-0. Event log is complete enough for diagnosis but the behaviour remains undesirable for production flow for DEMO-REQ-20422-0.
Verification item DEMO-REQ-20192-1: fleet telemetry gateway must notify fleet supervision before fleet telemetry gateway behaviour reduces truck availability in production dispatch monitoring. Review DEMO-REQ-20192-1: alert lead time and event context.,DEMO-EVID-30192 evidence note: exercised raise an early alert before cooling degradation causes derating in progressive pump efficiency loss; alert lead time and fault progression stayed within the review window against DEMO-REQ-20192-1. Scope note: remote service review after a shift and preserve event history after a remote diagnostic session were not part of this run for DEMO-REQ-20192-1.
DEMO-REQ-20313-3: predictive maintenance model must notify fleet supervision before predictive maintenance model behaviour reduces truck availability for production dispatch monitoring. Acceptance DEMO-REQ-20313-3: alert lead time and event context.,DEMO-EVID-30313 QA note: positive result for identify wheel-drive bearing drift before the inspection interval during slow vibration trend growth against DEMO-REQ-20313-3. Not evaluated: avoid nuisance alerts during normal payload variation in high but normal payload variation although the hardware configuration is otherwise comparable for DEMO-REQ-20313-3.
